timestamp,action,file_id,operator,details
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0021,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0021,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0009,system,source=00-setup/sample-data/mail-0009.eml; size=355
2026-03-08T22:33:25Z,PII_DETECT,mail-0009,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0009,system,terms=0
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0009,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0008,system,source=00-setup/sample-data/mail-0008.eml; size=392
2026-03-08T22:33:25Z,PII_DETECT,mail-0008,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0008,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0008,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,sample1,system,source=00-setup/sample-data/sample1.json; size=220
2026-03-08T22:33:25Z,PII_DETECT,sample1,system,emails=0; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,sample1,system,terms=0
2026-03-08T22:33:25Z,REVIEW_ADD,sample1,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0020,system,source=00-setup/sample-data/mail-0020.eml; size=425
2026-03-08T22:33:25Z,PII_DETECT,mail-0020,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0020,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0020,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0018,system,source=00-setup/sample-data/mail-0018.eml; size=423
2026-03-08T22:33:25Z,PII_DETECT,mail-0018,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0018,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0018,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0024,system,source=00-setup/sample-data/mail-0024.eml; size=450
2026-03-08T22:33:25Z,PII_DETECT,mail-0024,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0024,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0024,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0025,system,source=00-setup/sample-data/mail-0025.eml; size=489
2026-03-08T22:33:25Z,PII_DETECT,mail-0025,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0025,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0025,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0019,system,source=00-setup/sample-data/mail-0019.eml; size=401
2026-03-08T22:33:25Z,PII_DETECT,mail-0019,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0019,system,terms=0
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0019,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0030,system,source=00-setup/sample-data/mail-0030.json; size=430
2026-03-08T22:33:25Z,PII_DETECT,mail-0030,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0030,system,terms=2
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0030,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0027,system,source=00-setup/sample-data/mail-0027.eml; size=406
2026-03-08T22:33:25Z,PII_DETECT,mail-0027,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0027,system,terms=0
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0027,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0026,system,source=00-setup/sample-data/mail-0026.eml; size=477
2026-03-08T22:33:25Z,PII_DETECT,mail-0026,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0026,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0026,system,duplicate_of=mail-0025
2026-03-08T22:33:25Z,INGEST,mail-0003,system,source=00-setup/sample-data/mail-0003.eml; size=459
2026-03-08T22:33:25Z,PII_DETECT,mail-0003,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0003,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0003,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0017,system,source=00-setup/sample-data/mail-0017.eml; size=425
2026-03-08T22:33:25Z,PII_DETECT,mail-0017,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0017,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0017,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0016,system,source=00-setup/sample-data/mail-0016.eml; size=403
2026-03-08T22:33:25Z,PII_DETECT,mail-0016,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0016,system,terms=2
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0016,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0002,system,source=00-setup/sample-data/mail-0002.eml; size=462
2026-03-08T22:33:25Z,PII_DETECT,mail-0002,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0002,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0002,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0029,system,source=00-setup/sample-data/mail-0029.json; size=514
2026-03-08T22:33:25Z,PII_DETECT,mail-0029,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0029,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0029,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0014,system,source=00-setup/sample-data/mail-0014.eml; size=450
2026-03-08T22:33:25Z,PII_DETECT,mail-0014,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0014,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0014,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0028,system,source=00-setup/sample-data/mail-0028.eml; size=486
2026-03-08T22:33:25Z,PII_DETECT,mail-0028,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0028,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0028,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0001,system,source=00-setup/sample-data/mail-0001.eml; size=429
2026-03-08T22:33:25Z,PII_DETECT,mail-0001,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0001,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0001,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0015,system,source=00-setup/sample-data/mail-0015.eml; size=507
